Timestamp,Altitude_ft,Airspeed_kts,AccelX,AccelY,AccelZ
09:01:31.360;2112;67;3,776;-26,764;22,875
09:01:31.642;2087;71;3,625;4,794;23,464
09:01:31.920;2060;75;3,353;12,123;23,058
09:01:32.200;2031;78;3,061;9,840;22,532
09:01:32.482;2003;82;2,841;33,286;23,546
09:01:32.762;1973;85;2,718;71,520;26,709
09:01:33.058;1947;88;2,676;102,640;28,760
09:01:33.340;1924;90;2,649;124,352;27,744
09:01:33.635;1913;90;2,601;127,118;18,876
09:01:33.911;1911;91;2,623;80,080;0,373
09:01:34.190;1917;91;2,608;18,962;-7,618
09:01:34.455;1927;90;2,648;2,338;-8,380
09:01:34.702;1936;89;2,808;1,864;-8,397
09:01:34.965;1945;87;2,808;1,986;-8,442
09:01:35.261;1951;87;2,793;1,887;-8,449
09:01:35.525;1951;87;2,793;1,887;-8,449
09:01:35.757;1951;87;2,793;1,887;-8,449
09:01:36.006;1951;87;2,793;1,887;-8,449
09:01:36.268;1951;87;2,793;1,887;-8,449
09:01:36.545;1951;87;2,793;1,887;-8,449
09:01:36.811;1951;87;2,793;1,887;-8,449
09:01:37.070;1951;87;2,793;1,887;-8,449
09:01:37.332;1951;87;2,793;1,887;-8,449
09:01:37.613;1951;87;2,793;1,887;-8,449
09:01:37.879;1951;87;2,793;1,887;-8,449
09:01:38.142;1951;87;2,793;1,887;-8,449
09:01:38.406;1951;87;2,793;1,887;-8,449
09:01:38.687;1951;87;2,793;1,887;-8,449
09:01:38.979;1951;87;2,793;1,887;-8,449
09:01:39.337;3223;0;0,000;0,000;0,000
09:01:39.583;3223;0;0,000;0,000;0,000
09:01:39.849;3223;14;1,259;-23,800;-0,959
09:01:40.113;3223;66;1,228;-23,824;-0,960
09:01:40.391;3223;78;1,247;-23,837;-0,957
